,code,name,quantity,brands,Energy,Saturated_fatty_acids,Sugars,Fiber,Proteins,Salt,Fruit/vegetable,Nutriscore,Nutriscore_point,Part_5 model
192,2000000000000.0,Muesli croustillant Chocolat Framboise,375,Markal,430.0,3.8,20.0,8.0,9.6,0.02,2.0,c,7.0,2
193,3660000000000.0,Granola proteine,325,Trainsweateat,415.0,7.0,14.0,11.0,25.0,0.05,0.0,c,9.0,1
194,3760000000000.0,Crème renversée brebis choc 2x110g CC,110,Biocoop,140.0,3.7,15.0,0.0,5.6,0.11,0.0,c,4.0,0
195,8590000000000.0,Barre Chocolat Cru,47,Really raw,407.0,9.0,36.0,11.0,9.0,0.02,84.0,c,5.0,2
196,3760000000000.0,figue au chocolat,230,Karine & Jeff,194.0,1.6,42.0,2.1,0.09,0.04,63.0,c,8.0,0
197,3770000000000.0,Granola Pépites de chocolat,300,Joody,427.0,5.6,13.1,8.9,12.8,0.12,0.0,c,7.0,2
198,3230000000000.0,Doo Wap pépites choco sans additif,480,Harrys,340.0,3.5,18.0,4.4,8.0,0.75,0.0,c,9.0,1
199,4000000000000.0,Céréales Coco Pops Chocos,375,"kellogs,Kellogg's",377.0,0.9,27.0,5.0,9.0,0.78,0.0,c,7.0,1
200,3020000000000.0,Yaos Yaourt à la Grecque Stracciatella 4x125g,500,Nestle,148.0,5.4,14.6,0.0,2.6,0.1,0.0,c,8.0,0
201,3420000000000.0,Muesli avoine amandes chocolat,500,TERRES ET CÉRÉALES,456.0,4.0,22.0,6.8,8.7,0.05,4.1,c,7.0,2
202,3350000000000.0,Rondelines d'épeautre au chocolat (200gr),200,Moulin des moines,403.0,6.5,9.79,8.26,11.42,0.029,0.0,c,8.0,0
203,3230000000000.0,Harrys brioche tressee aux pepites de chocolat sans additifs 500g,500,Harrys,366.0,2.5,14.0,5.0,7.5,0.75,8.0,c,7.0,1
204,3700000000000.0,Pâte à tartiner chocolat noisettes,260,Michel et Augustin,300.0,5.0,27.0,2.8,5.4,0.1,0.0,c,10.0,1
205,3230000000000.0,DooWap pépites chocolait ss additif,320,"Harrys,Barilla",340.0,3.9,16.4,3.9,8.3,0.75,0.0,c,9.0,1
206,3420000000000.0,Krounchy too chocolat,500,Grillon d'Or,445.0,5.7,20.0,8.2,9.2,0.07,0.0,c,9.0,2
207,3560000000000.0,Choco Ballz,375,Carrefour,385.0,1.1,28.0,6.3,8.2,0.48,0.0,c,8.0,1
208,7610000000000.0,CRUNCH céréales,750,NESTLÉ,403.0,2.0,24.9,7.2,7.4,0.04,0.0,c,6.0,1
209,3380000000000.0,Muesli Chocolat & quinoa,350,Primeal,407.0,5.26,10.0,8.6,10.8,0.098,0.0,c,7.0,1
210,3560000000000.0,Choco Bollz,375,"Carrefour Kids,Carrefour",385.0,1.1,28.0,6.3,8.2,0.48,0.0,c,8.0,1
211,3420000000000.0,"Super flakes copeaux de chocolat noir, riz et épautre complet",375,grillon d'or,412.0,4.4,12.0,12.0,11.0,0.02,0.0,c,6.0,0
212,20100000.0,choco moons,500,crownfield,378.0,1.1,24.5,7.3,10.0,0.48,0.0,c,7.0,1
213,27000000.0,Crunchy Muesli Berries,400,Golden Bridge,436.0,4.0,17.0,8.5,8.3,0.0,0.0,c,6.0,1
214,3270000000000.0,Coussins à la pâte à tartiner,375,La Vie Claire,422.0,2.8,26.0,6.9,8.9,0.7,5.6,c,10.0,2
215,3430000000000.0,Crème glacée au chocolat noir de Tanzanie avec moceaux et sauce au chocolat,300,La Manufacture des Belles Glaces,208.0,5.97,21.59,2.48,4.38,0.09,0.0,c,9.0,0
216,3430000000000.0,Crème glacée au chocolat noir de Tanzanie avec morceaux de chocolat et sauce au chocolat,78,La Manufacture des Belles Glaces,208.0,5.97,21.59,2.48,4.38,0.09,0.0,c,9.0,0
217,4020000000000.0,Krunchy Sun,375,Barnhouse,474.0,3.7,19.0,7.9,9.5,0.02,7.2,c,7.0,1
218,3230000000000.0,Croustillant Chocolat,500,Bjorg,461.0,4.3,15.0,8.2,10.0,0.03,0.0,c,7.0,1
219,20000000.0,Micellar Soap Bar,500,Crownfield,248.0,1.4,3.9,6.7,0.48,2.5,0.0,c,9.0,0
220,3420000000000.0,müesli croustillant duo pépites,100,Terres et Céréales BIO,420.0,4.0,23.0,7.0,8.4,0.05,0.0,c,8.0,2
221,3260000000000.0,Riz soufflé goût chocolat,750,sans,383.0,1.0,29.0,2.9,6.8,0.79,0.0,c,10.0,1
222,5050000000000.0,Choco Krispies,330,Kellogg's,377.0,0.9,27.0,5.0,9.0,0.8,0.0,c,7.0,1
223,5050000000000.0,Céréales Coco Pops Chocos,450,Kellogg's,377.0,0.9,27.0,5.0,9.0,0.78,0.0,c,7.0,1
224,3270000000000.0,CRUNCHY Chocolat Noisettes,375,Celnat,483.0,6.0,20.0,9.0,9.6,0.2,5.0,c,10.0,3
225,3230000000000.0,Brioche tranchée aux pépites de chocolat,485,Harrys,357.0,2.7,16.6,5.2,7.0,0.65,0.0,c,6.0,1
226,3220000000000.0,"Barres de céréales abricot, chocolat noir, amande.",120,Casino Bio,368.0,3.5,28.0,12.0,6.2,0.16,40.5,c,7.0,2
227,3230000000000.0,Harrys brioche tressee aux pepites de chocolat sans additifs 500g,500,Harrys,366.0,2.5,14.0,5.0,7.5,0.75,0.0,c,7.0,1
228,3700000000000.0,Barres céréalières chocolat noisettes,125,Naturalia,435.0,6.6,19.5,7.8,7.5,0.2,9.48,c,10.0,2
229,3700000000000.0,Lait de coco,100,Alter Eco,232.0,22.0,1.3,10.0,1.9,0.7,0.0,c,10.0,0
230,3770000000000.0,Biscuits Noisette et Chocolat 100g BIO,100,Natifood,468.0,3.9,20.0,8.8,3.6,0.59,27.0,c,9.0,2
231,3270000000000.0,Brookie,80,Picard,394.0,4.8,22.0,5.9,7.0,0.3,0.0,c,8.0,2
232,3770000000000.0,Biscuits Chocolat et cacao 100g BIO,100,Natifood,444.0,3.8,21.0,7.9,6.0,0.6,14.0,c,9.0,2
233,3230000000000.0,DooWap pépites chocolait ss additif,480,Harrys,340.0,3.9,16.4,3.9,8.3,0.75,0.0,c,9.0,1
234,3770000000000.0,Barre cacahuètes,45,Go Nuts,496.0,5.08,23.65,7.84,15.54,0.35,0.0,c,10.0,2
235,3770000000000.0,Biscuits Chocolat et Noisettes 100g BIO,100,Bam&Co,512.0,3.8,22.0,8.4,5.9,0.15,27.0,c,8.0,2
236,4010000000000.0,BARRE MUESLI AU CHOCOLAT 4X29G SANS HUILE DE PALME,120,Rapunzel,383.0,2.5,21.0,3.0,5.0,0.6,0.0,c,9.0,1
237,3760000000000.0,Pâte de datte et fruits séchés - Physalis Grenade,105,Ethiquable,379.0,4.9,26.0,9.9,4.1,0.0,48.0,c,7.0,1
238,3760000000000.0,Barre Physalis Grenade pâte de datte et fruits séchés,35,Ethiquable,379.0,4.9,26.0,9.9,4.1,0.0,48.0,c,7.0,1
